0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Đây là lần đầu tiên thất vọng về đồ từ tiki trading Hộp không còn nguyên tem của hãng mà dùng băng dính dán lại Dây nguồn cuộn 1 cách tuỳ tiện Dây hdmi và remote nhìn rõ bụi Chân lỗ audio và lỗ cắm nguồn có dấu vết qua sử dụng Mở hộp xong không còn hào hứng test sản phẩm Vừa đặt mua sáng lúc 9h50 có sử dụng tikinow và 1h mới nhận được
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Thật ra thì đây là lần 2 mà mua sp này nhưng lần đầu mua giao hàng 2h của tiki hàng đặt tối ngày 1001 9h37 ngày 1101 nhận được hàng đánh giá cao hàng còn nguyên tem dù chưa test sp nhưng digiworld thì vẫn an tâm do tv được người thân tặng chuyển đến vào 1201 nên sẽ test và đánh giá thêm
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Mua tiki 135tr dc bao hanh 12 tháng nua Có mấy trang bán 145tr mà bao hành 6 tháng Dùng tốt mượt cái remote xem đc mức pin còn đc bao nhieu  hơn con sony 43w800c của mình k có 1 điều đáng tiếc sản pham k kèm pin cho remote Và hàng này mình mua của tiki nhưng của Mihouse nhap khau k phai DGW
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Nhỏ gọntìm kiếm bằng giọng nói chuẩnchạy nhanhcó điều bắt mạng wifi có vẻ yếukhi bắt mạng wifi thì youtube chạy tốt nhưng xem tivi trên mấy phần mềm xem tivi thì có vẻ yếuchắc cần đường truyền wifi cao hơnVề phần mềm thì cài vtv go xem tốtfpt cài thì phải trả phí mới xem đượccài thêm phần mềm apk trên mạng như viet tivi thì xem được nhiều kênh hơncó một số kênh nước ngoài nhưng mỗi lần chuyển kênh thì có quảng cáoChưa biết cần xem miễn phí các kênh nước ngoài thì dùng phần mềm gì tốt hơn
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Trải nghiệm sơ bộ khi mở hộp như sau  Tiki giao nhanh có sử dụng Tikinow hàng nguyên seal full box của DGW phân phối đầy đủ phụ kiện kể cả pin mở ra là chơi luôn  Thiết kế nhỏ gọn nhẹ nhàng chỉ nằm gọn trong lòng bàn tay box nhìn tinh tế thẩm mỹ  Sử dụng wifi hoàn toàn cài đặt nhanh gọn 1 bước xong yêu cầu có phonetable android  Android 81 nên cũng nhanh bấm phím ăn nhẹ nhàng không giậttrễ  Tìm kiếm bằng giọng nói tiếng Việt cũng tạm ổn  PlayStream video rất mượt qua Youtube và TV app hệ thống quản lý buffer tốt nên không giậtdelay cho dù mạng wifi nhà hơi chậm Truy cập internet qua browser cũng nhanh  Tổng kết lại là sản phẩm đáng giá để trải nghiệm trong tầm giá chỉ khó chịu chút xíu khi Không có sẵn Chrome trên Google Play mà phải tự cài qua file apk nhưng không vấn đề gì đối với dân IT như mình 
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Giao hàng nhanh đặt hàng tối thứ 5 sáng sớm thứ 6 giao hàng Đóng gói cẩn thận mở ra hộp còn nguyên sealed của DigiWorld Sản phẩn chất lượng hoàn thiện tốt chỉ có remote là có vẻ ọp ẹp nếu so với con Nvidia Shield đang dùng nhưng với giá 14tr thì không có gì để chê trong khi con Shield tới 200 Về lâu dài thì phải chờ sử dụng thêm nhưng trước mắt thì khá hài lòng với số tiền bỏ ra
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Hàng nguyên seal kết nối nhanh gọn lẹ lệnh giọng nói phải nói lúc k có tạp âm nếu k sẽ khó nhận đúng Ráp xong chỉ test với ứng dụng youtube  cài mytv của vnpt nhưng nói chung là k có gì để chê lun Còn về độ bền thì để xem thời gian sử dụng như thế nào Trừ điểm là mình thấy đóng gói k cẩn thận lắm hàng điện tử dễ bị va đạp trong quá trình vận chuyển mà hok có kèm theo mút hay nilong chống sốc Gói hàng có vẻ bị quăng quật hơi nhiều Mình quên chụp lại hình nhưng do sản phẩm nhận ok nên mình đánh giá 5 d
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Lúc mua hộp không có seal sử dụng đc tầm 30 phút tới 2 tiếng là mất wifi và tự tắt nguồn Liên hệ tổng đài để đổi trả thì cứ ậm ừ dây dưa và gửi về lại sản phẩm cũ Mua nhiều hàng trên tiki rồi nhưng lần đầu đổi trả thì quá thất vọng với dịch vụ chăm sóc
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Khi đang xem youtube muốn đổi clip khác thì nhấn voice không phản hồi nếu có phản hồi thì ko nhận được lệnh nói Thoát ra khỏi video nhấn voice để nói cũng ko phản hồi Đợi 15s sau khi back ra thì voice mới nhận được giọng nói Cần khắc phục Nhờ tiki tư vấn cách  Cảm ơn
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Từ lúc nhận hàng bị mất kết nối hoài tưởng tại mạng thay wifi vẫn thế thử mạng khác vẫn thế Xem Yutube và fpt play đồng thời 2 đầu android cũ và mi box 4k thì đầu androi cũ vẫn chạy bình thường mi box 4k thì mất kết nối liên tục  SP bị lỗi Tôi muốn đổi sản phẩm mi khác
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Đây là lần đầu tiên thất vọng về đồ từ tiki trading Hộp không còn nguyên tem của hãng mà dùng băng dính dán lại Dây nguồn cuộn 1 cách tuỳ tiện Dây hdmi và remote nhìn rõ bụi Chân lỗ audio và lỗ cắm nguồn có dấu vết qua sử dụng Mở hộp xong không còn hào hứng test sản phẩm Vừa đặt mua sáng lúc 9h50 có sử dụng tikinow và 1h mới nhận được
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Thật ra thì đây là lần 2 mà mua sp này nhưng lần đầu mua giao hàng 2h của tiki hàng đặt tối ngày 1001 9h37 ngày 1101 nhận được hàng đánh giá cao hàng còn nguyên tem dù chưa test sp nhưng digiworld thì vẫn an tâm do tv được người thân tặng chuyển đến vào 1201 nên sẽ test và đánh giá thêm
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Mua tiki 135tr dc bao hanh 12 tháng nua Có mấy trang bán 145tr mà bao hành 6 tháng Dùng tốt mượt cái remote xem đc mức pin còn đc bao nhieu  hơn con sony 43w800c của mình k có 1 điều đáng tiếc sản pham k kèm pin cho remote Và hàng này mình mua của tiki nhưng của Mihouse nhap khau k phai DGW
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Nhỏ gọntìm kiếm bằng giọng nói chuẩnchạy nhanhcó điều bắt mạng wifi có vẻ yếukhi bắt mạng wifi thì youtube chạy tốt nhưng xem tivi trên mấy phần mềm xem tivi thì có vẻ yếuchắc cần đường truyền wifi cao hơnVề phần mềm thì cài vtv go xem tốtfpt cài thì phải trả phí mới xem đượccài thêm phần mềm apk trên mạng như viet tivi thì xem được nhiều kênh hơncó một số kênh nước ngoài nhưng mỗi lần chuyển kênh thì có quảng cáoChưa biết cần xem miễn phí các kênh nước ngoài thì dùng phần mềm gì tốt hơn
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Trải nghiệm sơ bộ khi mở hộp như sau  Tiki giao nhanh có sử dụng Tikinow hàng nguyên seal full box của DGW phân phối đầy đủ phụ kiện kể cả pin mở ra là chơi luôn  Thiết kế nhỏ gọn nhẹ nhàng chỉ nằm gọn trong lòng bàn tay box nhìn tinh tế thẩm mỹ  Sử dụng wifi hoàn toàn cài đặt nhanh gọn 1 bước xong yêu cầu có phonetable android  Android 81 nên cũng nhanh bấm phím ăn nhẹ nhàng không giậttrễ  Tìm kiếm bằng giọng nói tiếng Việt cũng tạm ổn  PlayStream video rất mượt qua Youtube và TV app hệ thống quản lý buffer tốt nên không giậtdelay cho dù mạng wifi nhà hơi chậm Truy cập internet qua browser cũng nhanh  Tổng kết lại là sản phẩm đáng giá để trải nghiệm trong tầm giá chỉ khó chịu chút xíu khi Không có sẵn Chrome trên Google Play mà phải tự cài qua file apk nhưng không vấn đề gì đối với dân IT như mình 
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Giao hàng nhanh đặt hàng tối thứ 5 sáng sớm thứ 6 giao hàng Đóng gói cẩn thận mở ra hộp còn nguyên sealed của DigiWorld Sản phẩn chất lượng hoàn thiện tốt chỉ có remote là có vẻ ọp ẹp nếu so với con Nvidia Shield đang dùng nhưng với giá 14tr thì không có gì để chê trong khi con Shield tới 200 Về lâu dài thì phải chờ sử dụng thêm nhưng trước mắt thì khá hài lòng với số tiền bỏ ra
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Hàng nguyên seal kết nối nhanh gọn lẹ lệnh giọng nói phải nói lúc k có tạp âm nếu k sẽ khó nhận đúng Ráp xong chỉ test với ứng dụng youtube  cài mytv của vnpt nhưng nói chung là k có gì để chê lun Còn về độ bền thì để xem thời gian sử dụng như thế nào Trừ điểm là mình thấy đóng gói k cẩn thận lắm hàng điện tử dễ bị va đạp trong quá trình vận chuyển mà hok có kèm theo mút hay nilong chống sốc Gói hàng có vẻ bị quăng quật hơi nhiều Mình quên chụp lại hình nhưng do sản phẩm nhận ok nên mình đánh giá 5 d
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Lúc mua hộp không có seal sử dụng đc tầm 30 phút tới 2 tiếng là mất wifi và tự tắt nguồn Liên hệ tổng đài để đổi trả thì cứ ậm ừ dây dưa và gửi về lại sản phẩm cũ Mua nhiều hàng trên tiki rồi nhưng lần đầu đổi trả thì quá thất vọng với dịch vụ chăm sóc
0,Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế (Android 8.1) - Hàng Chính Hãng,1.327.000 ₫,500,Khi đang xem youtube muốn đổi clip khác thì nhấn voice không phản hồi nếu có phản hồi thì ko nhận được lệnh nói Thoát ra khỏi video nhấn voice để nói cũng ko phản hồi Đợi 15s sau khi back ra thì voice mới nhận được giọng nói Cần khắc phục Nhờ tiki tư vấn cách  Cảm ơn
